Event_id,Ad_id,User_id,Date,Time,Time_of_day,Event_type,Campaign_id,Ad_platform,Ad_type,Target_gender,Target_age_group,Target_interests,campaign_id,campaign_name,start_date,end_date,total_budget,user_gender,user_age,country,location,user_interests
33564,157,116eb,05-07-2025,10:01:25,Morning,Impression,32,Instagram,Stories,Male,All,Sports,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Male,26,United States,New Williamchester,Technology
40297,50,2596c,09-06-2025,08:24:29,Morning,Impression,5,Instagram,Stories,Female,35-44,News,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,19,United States,West Brianberg,Technology
40297,50,2596c,09-06-2025,08:24:29,Morning,Impression,5,Instagram,Stories,Female,35-44,News,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,19,United States,West Brianberg,Lifestyle
40297,50,2596c,09-06-2025,08:24:29,Morning,Impression,5,Instagram,Stories,Female,35-44,News,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,19,United States,West Brianberg,Gaming
43425,138,a3ba9,06-07-2025,14:12:09,Afternoon,Impression,7,Instagram,Stories,All,18-24,Food,7,Campaign_7_Winter,25-05-2025,05-08-2025,43744.59,Female,37,India,Michaelchester,Fashion
43425,138,a3ba9,06-07-2025,14:12:09,Afternoon,Impression,7,Instagram,Stories,All,18-24,Food,7,Campaign_7_Winter,25-05-2025,05-08-2025,43744.59,Female,37,India,Michaelchester,Lifestyle
47445,36,4a929,22-07-2025,10:50:56,Morning,Impression,37,Facebook,Video,Male,18-24,Gaming,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United Kingdom,West David,Technology
47445,36,4a929,22-07-2025,10:50:56,Morning,Impression,37,Facebook,Video,Male,18-24,Health,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United Kingdom,West David,Technology
47445,36,4a929,22-07-2025,10:50:56,Morning,Impression,37,Facebook,Video,Male,18-24,Gaming,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United Kingdom,West David,Travel
47445,36,4a929,22-07-2025,10:50:56,Morning,Impression,37,Facebook,Video,Male,18-24,Health,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United Kingdom,West David,Travel
47445,36,4a929,22-07-2025,10:50:56,Morning,Impression,37,Facebook,Video,Male,18-24,Gaming,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United Kingdom,West David,Sports
47445,36,4a929,22-07-2025,10:50:56,Morning,Impression,37,Facebook,Video,Male,18-24,Health,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United Kingdom,West David,Sports
9928,90,dbde9,16-05-2025,05:26:12,Night,Impression,18,Instagram,Stories,Male,35-44,Fitness,18,Campaign_18_Q3,19-04-2025,15-06-2025,48832.61,Male,21,Australia,Foxfort,Finance
9928,90,dbde9,16-05-2025,05:26:12,Night,Impression,18,Instagram,Stories,Male,35-44,Gaming,18,Campaign_18_Q3,19-04-2025,15-06-2025,48832.61,Male,21,Australia,Foxfort,Finance
12440,60,22542,14-05-2025,09:27:46,Morning,Impression,38,Facebook,Stories,All,35-44,Health,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Male,24,United Kingdom,South Erika,Fashion
22282,54,32103,15-07-2025,23:20:32,Evening,Impression,29,Instagram,Image,Female,25-34,Technology,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,28,Mexico,Bushtown,Fitness
22282,54,32103,15-07-2025,23:20:32,Evening,Impression,29,Instagram,Image,Female,25-34,Travel,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,28,Mexico,Bushtown,Fitness
22282,54,32103,15-07-2025,23:20:32,Evening,Impression,29,Instagram,Image,Female,25-34,Technology,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,28,Mexico,Bushtown,Technology
22282,54,32103,15-07-2025,23:20:32,Evening,Impression,29,Instagram,Image,Female,25-34,Travel,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,28,Mexico,Bushtown,Technology
22282,54,32103,15-07-2025,23:20:32,Evening,Impression,29,Instagram,Image,Female,25-34,Technology,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,28,Mexico,Bushtown,Gaming
22282,54,32103,15-07-2025,23:20:32,Evening,Impression,29,Instagram,Image,Female,25-34,Travel,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,28,Mexico,Bushtown,Gaming
24955,46,2dba6,07-05-2025,23:20:50,Evening,Impression,10,Instagram,Carousel,All,35-44,Technology,10,Campaign_10_Winter,17-05-2025,21-07-2025,19669.27,Female,16,India,North James,Art
24955,46,2dba6,07-05-2025,23:20:50,Evening,Impression,10,Instagram,Carousel,All,35-44,Travel,10,Campaign_10_Winter,17-05-2025,21-07-2025,19669.27,Female,16,India,North James,Art
25629,179,f2562,18-06-2025,07:22:40,Morning,Impression,5,Instagram,Stories,All,35-44,Art,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,33,Mexico,Shepherdborough,Travel
45104,151,b5057,20-05-2025,05:06:25,Night,Impression,34,Facebook,Carousel,All,35-44,Fashion,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Female,29,Brazil,Charlesshire,Photography
45104,151,b5057,20-05-2025,05:06:25,Night,Impression,34,Facebook,Carousel,All,35-44,Fashion,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Female,29,Brazil,Charlesshire,Fitness
45104,151,b5057,20-05-2025,05:06:25,Night,Impression,34,Facebook,Carousel,All,35-44,Fashion,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Female,29,Brazil,Charlesshire,Travel
46317,113,8bfe1,25-07-2025,21:00:20,Evening,Impression,15,Instagram,Image,Female,18-24,Fitness,15,Campaign_15_Launch,21-03-2025,11-06-2025,85407.23,Female,35,United Kingdom,Jamesport,Travel
46317,113,8bfe1,25-07-2025,21:00:20,Evening,Impression,15,Instagram,Image,Female,18-24,Finance,15,Campaign_15_Launch,21-03-2025,11-06-2025,85407.23,Female,35,United Kingdom,Jamesport,Travel
46317,113,8bfe1,25-07-2025,21:00:20,Evening,Impression,15,Instagram,Image,Female,18-24,Fitness,15,Campaign_15_Launch,21-03-2025,11-06-2025,85407.23,Female,35,United Kingdom,Jamesport,Sports
46317,113,8bfe1,25-07-2025,21:00:20,Evening,Impression,15,Instagram,Image,Female,18-24,Finance,15,Campaign_15_Launch,21-03-2025,11-06-2025,85407.23,Female,35,United Kingdom,Jamesport,Sports
4335,200,0d9be,13-07-2025,19:21:37,Evening,Impression,44,Instagram,Carousel,Male,18-24,Photography,44,Campaign_44_Q3,14-07-2025,22-09-2025,15914.87,Male,43,India,North Douglas,News
4335,200,0d9be,13-07-2025,19:21:37,Evening,Impression,44,Instagram,Carousel,Male,18-24,Photography,44,Campaign_44_Q3,14-07-2025,22-09-2025,15914.87,Male,43,India,North Douglas,Sports
4335,200,0d9be,13-07-2025,19:21:37,Evening,Impression,44,Instagram,Carousel,Male,18-24,Photography,44,Campaign_44_Q3,14-07-2025,22-09-2025,15914.87,Male,43,India,North Douglas,Food
13457,24,fc736,05-08-2025,20:53:49,Evening,Impression,23,Facebook,Video,Female,All,Technology,23,Campaign_23_Winter,10-07-2025,02-10-2025,26001.67,Male,23,Brazil,Port April,Gaming
14152,79,025ae,04-07-2025,10:54:34,Morning,Impression,17,Instagram,Carousel,Female,25-34,Travel,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,18,Japan,South Paul,Finance
14152,79,025ae,04-07-2025,10:54:34,Morning,Impression,17,Instagram,Carousel,Female,25-34,Art,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,18,Japan,South Paul,Finance
14152,79,025ae,04-07-2025,10:54:34,Morning,Impression,17,Instagram,Carousel,Female,25-34,Travel,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,18,Japan,South Paul,Travel
14152,79,025ae,04-07-2025,10:54:34,Morning,Impression,17,Instagram,Carousel,Female,25-34,Art,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,18,Japan,South Paul,Travel
16092,55,7659f,13-05-2025,17:44:31,Afternoon,Impression,39,Instagram,Carousel,Male,35-44,Gaming,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,32,United States,North Sharonport,Photography
16092,55,7659f,13-05-2025,17:44:31,Afternoon,Impression,39,Instagram,Carousel,Male,35-44,Gaming,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,32,United States,North Sharonport,News
16092,55,7659f,13-05-2025,17:44:31,Afternoon,Impression,39,Instagram,Carousel,Male,35-44,Gaming,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,32,United States,North Sharonport,Sports
20486,109,2123b,17-06-2025,10:00:52,Morning,Impression,8,Facebook,Stories,All,35-44,Travel,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Female,16,United States,Laurenville,Art
20486,109,2123b,17-06-2025,10:00:52,Morning,Impression,8,Facebook,Stories,All,35-44,Fashion,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Female,16,United States,Laurenville,Art
42995,82,93127,19-05-2025,23:33:36,Evening,Impression,24,Facebook,Stories,Female,18-24,Food,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Female,36,United Kingdom,Port Davidtown,Lifestyle
42995,82,93127,19-05-2025,23:33:36,Evening,Impression,24,Facebook,Stories,Female,18-24,Food,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Female,36,United Kingdom,Port Davidtown,Finance
46622,94,3c051,12-07-2025,12:16:11,Afternoon,Impression,14,Facebook,Video,Female,35-44,News,14,Campaign_14_Summer,15-04-2025,04-06-2025,39849.94,Male,34,United States,Brianamouth,Photography
46622,94,3c051,12-07-2025,12:16:11,Afternoon,Impression,14,Facebook,Video,Female,35-44,News,14,Campaign_14_Summer,15-04-2025,04-06-2025,39849.94,Male,34,United States,Brianamouth,Art
5005,20,3e340,19-07-2025,00:08:07,Night,Impression,38,Instagram,Image,Male,35-44,Art,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,19,Japan,Stephenland,Food
5005,20,3e340,19-07-2025,00:08:07,Night,Impression,38,Instagram,Image,Male,35-44,Travel,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,19,Japan,Stephenland,Food
5005,20,3e340,19-07-2025,00:08:07,Night,Impression,38,Instagram,Image,Male,35-44,Art,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,19,Japan,Stephenland,News
5005,20,3e340,19-07-2025,00:08:07,Night,Impression,38,Instagram,Image,Male,35-44,Travel,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,19,Japan,Stephenland,News
5005,20,3e340,19-07-2025,00:08:07,Night,Impression,38,Instagram,Image,Male,35-44,Art,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,19,Japan,Stephenland,Finance
5005,20,3e340,19-07-2025,00:08:07,Night,Impression,38,Instagram,Image,Male,35-44,Travel,38,Campaign_38_Q3,21-04-2025,27-05-2025,71038.28,Female,19,Japan,Stephenland,Finance
7676,198,96a4a,20-06-2025,01:23:08,Night,Impression,34,Facebook,Video,All,35-44,Fitness,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Other,36,Australia,South Kimberly,Lifestyle
7676,198,96a4a,20-06-2025,01:23:08,Night,Impression,34,Facebook,Video,All,35-44,Lifestyle,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Other,36,Australia,South Kimberly,Lifestyle
7676,198,96a4a,20-06-2025,01:23:08,Night,Impression,34,Facebook,Video,All,35-44,Fitness,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Other,36,Australia,South Kimberly,Food
7676,198,96a4a,20-06-2025,01:23:08,Night,Impression,34,Facebook,Video,All,35-44,Lifestyle,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Other,36,Australia,South Kimberly,Food
7676,198,96a4a,20-06-2025,01:23:08,Night,Impression,34,Facebook,Video,All,35-44,Fitness,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Other,36,Australia,South Kimberly,Health
7676,198,96a4a,20-06-2025,01:23:08,Night,Impression,34,Facebook,Video,All,35-44,Lifestyle,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Other,36,Australia,South Kimberly,Health
11518,131,ffa49,28-05-2025,08:50:29,Morning,Impression,17,Facebook,Image,Male,25-34,Photography,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,31,United Kingdom,West Keith,Art
11518,131,ffa49,28-05-2025,08:50:29,Morning,Impression,17,Facebook,Image,Male,25-34,Photography,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,31,United Kingdom,West Keith,Fitness
17006,188,10984,14-07-2025,19:51:30,Evening,Impression,9,Instagram,Image,Female,18-24,Sports,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,16,United States,Lake Kylie,Travel
17006,188,10984,14-07-2025,19:51:30,Evening,Impression,9,Instagram,Image,Female,18-24,Health,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,16,United States,Lake Kylie,Travel
17006,188,10984,14-07-2025,19:51:30,Evening,Impression,9,Instagram,Image,Female,18-24,Sports,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,16,United States,Lake Kylie,Lifestyle
17006,188,10984,14-07-2025,19:51:30,Evening,Impression,9,Instagram,Image,Female,18-24,Health,9,Campaign_9_Launch,25-05-2025,13-07-2025,40094.07,Male,16,United States,Lake Kylie,Lifestyle
23066,55,2cff5,20-07-2025,06:08:57,Morning,Impression,39,Instagram,Carousel,Male,35-44,Gaming,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,16,United States,East Jessicamouth,Technology
23066,55,2cff5,20-07-2025,06:08:57,Morning,Impression,39,Instagram,Carousel,Male,35-44,Gaming,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,16,United States,East Jessicamouth,Fitness
23066,55,2cff5,20-07-2025,06:08:57,Morning,Impression,39,Instagram,Carousel,Male,35-44,Gaming,39,Campaign_39_Q3,18-05-2025,27-07-2025,55638.18,Female,16,United States,East Jessicamouth,Travel
25180,62,2fa59,14-06-2025,00:19:48,Night,Impression,20,Facebook,Image,Male,All,Fashion,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,31,United States,South Kristen,Photography
25180,62,2fa59,14-06-2025,00:19:48,Night,Impression,20,Facebook,Image,Male,All,Lifestyle,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,31,United States,South Kristen,Photography
25180,62,2fa59,14-06-2025,00:19:48,Night,Impression,20,Facebook,Image,Male,All,Fashion,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,31,United States,South Kristen,Art
25180,62,2fa59,14-06-2025,00:19:48,Night,Impression,20,Facebook,Image,Male,All,Lifestyle,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,31,United States,South Kristen,Art
25180,62,2fa59,14-06-2025,00:19:48,Night,Impression,20,Facebook,Image,Male,All,Fashion,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,31,United States,South Kristen,Travel
25180,62,2fa59,14-06-2025,00:19:48,Night,Impression,20,Facebook,Image,Male,All,Lifestyle,20,Campaign_20_Winter,17-02-2025,18-05-2025,98904.66,Female,31,United States,South Kristen,Travel
26056,84,6.30E+48,16-07-2025,04:40:27,Night,Impression,8,Facebook,Image,Female,35-44,Health,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Other,16,United States,North Corystad,Art
26056,84,6.30E+48,16-07-2025,04:40:27,Night,Impression,8,Facebook,Image,Female,35-44,Health,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Other,16,United States,North Corystad,Travel
26056,84,6.30E+48,16-07-2025,04:40:27,Night,Impression,8,Facebook,Image,Female,35-44,Health,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Other,16,United States,North Corystad,Technology
27888,181,56215,29-06-2025,18:29:51,Evening,Impression,37,Instagram,Stories,Male,35-44,Gaming,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,Canada,New Seanland,Health
27888,181,56215,29-06-2025,18:29:51,Evening,Impression,37,Instagram,Stories,Male,35-44,Art,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,Canada,New Seanland,Health
27888,181,56215,29-06-2025,18:29:51,Evening,Impression,37,Instagram,Stories,Male,35-44,Gaming,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,Canada,New Seanland,News
27888,181,56215,29-06-2025,18:29:51,Evening,Impression,37,Instagram,Stories,Male,35-44,Art,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,Canada,New Seanland,News
28994,107,b708c,15-06-2025,15:57:35,Afternoon,Impression,25,Instagram,Carousel,All,25-34,Fashion,25,Campaign_25_Winter,07-06-2025,04-09-2025,52725.49,Male,41,Japan,West Jasonmouth,Sports
28994,107,b708c,15-06-2025,15:57:35,Afternoon,Impression,25,Instagram,Carousel,All,25-34,Fashion,25,Campaign_25_Winter,07-06-2025,04-09-2025,52725.49,Male,41,Japan,West Jasonmouth,Photography
29646,142,b5057,09-06-2025,18:05:58,Evening,Impression,29,Facebook,Image,All,All,Finance,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,29,Brazil,Charlesshire,Photography
29646,142,b5057,09-06-2025,18:05:58,Evening,Impression,29,Facebook,Image,All,All,News,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,29,Brazil,Charlesshire,Photography
29646,142,b5057,09-06-2025,18:05:58,Evening,Impression,29,Facebook,Image,All,All,Finance,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,29,Brazil,Charlesshire,Fitness
29646,142,b5057,09-06-2025,18:05:58,Evening,Impression,29,Facebook,Image,All,All,News,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,29,Brazil,Charlesshire,Fitness
29646,142,b5057,09-06-2025,18:05:58,Evening,Impression,29,Facebook,Image,All,All,Finance,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,29,Brazil,Charlesshire,Travel
29646,142,b5057,09-06-2025,18:05:58,Evening,Impression,29,Facebook,Image,All,All,News,29,Campaign_29_Winter,16-07-2025,06-10-2025,19773.66,Female,29,Brazil,Charlesshire,Travel
29689,99,cea78,12-05-2025,07:39:07,Morning,Impression,8,Facebook,Image,Female,35-44,Photography,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Male,33,Australia,North Chad,Fitness
29689,99,cea78,12-05-2025,07:39:07,Morning,Impression,8,Facebook,Image,Female,35-44,Fitness,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Male,33,Australia,North Chad,Fitness
31246,112,90619,30-05-2025,18:52:28,Evening,Impression,15,Facebook,Video,All,35-44,Food,15,Campaign_15_Launch,21-03-2025,11-06-2025,85407.23,Female,24,Japan,Lake Courtneyfort,Finance
33162,152,7514c,23-07-2025,20:19:07,Evening,Impression,24,Instagram,Carousel,Male,18-24,Gaming,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Male,32,United States,New Richard,Sports
33162,152,7514c,23-07-2025,20:19:07,Evening,Impression,24,Instagram,Carousel,Male,18-24,News,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Male,32,United States,New Richard,Sports
33162,152,7514c,23-07-2025,20:19:07,Evening,Impression,24,Instagram,Carousel,Male,18-24,Gaming,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Male,32,United States,New Richard,Health
33162,152,7514c,23-07-2025,20:19:07,Evening,Impression,24,Instagram,Carousel,Male,18-24,News,24,Campaign_24_Summer,30-03-2025,23-05-2025,56692.87,Male,32,United States,New Richard,Health
33935,148,f8d8a,13-07-2025,03:30:46,Night,Impression,8,Facebook,Carousel,Male,All,Finance,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Male,16,United States,Lake Jason,Fitness
33935,148,f8d8a,13-07-2025,03:30:46,Night,Impression,8,Facebook,Carousel,Male,All,Photography,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Male,16,United States,Lake Jason,Fitness
33935,148,f8d8a,13-07-2025,03:30:46,Night,Impression,8,Facebook,Carousel,Male,All,Finance,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Male,16,United States,Lake Jason,Travel
33935,148,f8d8a,13-07-2025,03:30:46,Night,Impression,8,Facebook,Carousel,Male,All,Photography,8,Campaign_8_Q3,25-02-2025,07-04-2025,39953.19,Male,16,United States,Lake Jason,Travel
35626,79,2dba6,28-07-2025,14:03:22,Afternoon,Impression,17,Instagram,Carousel,Female,25-34,Travel,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,16,India,North James,Art
35626,79,2dba6,28-07-2025,14:03:22,Afternoon,Impression,17,Instagram,Carousel,Female,25-34,Art,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,16,India,North James,Art
39845,149,beccf,02-06-2025,01:48:54,Night,Click,11,Facebook,Stories,All,18-24,Health,11,Campaign_11_Q3,24-04-2025,02-07-2025,79067.91,Female,22,Canada,Port Johnfurt,Health
39845,149,beccf,02-06-2025,01:48:54,Night,Click,11,Facebook,Stories,All,18-24,Fitness,11,Campaign_11_Q3,24-04-2025,02-07-2025,79067.91,Female,22,Canada,Port Johnfurt,Health
43519,30,67650,22-07-2025,11:31:23,Morning,Impression,49,Facebook,Carousel,Female,25-34,Sports,49,Campaign_49_Winter,21-02-2025,17-05-2025,28962.34,Other,28,Canada,South Brianaport,Technology
11071,18,49ec8,14-05-2025,08:47:13,Morning,Impression,30,Facebook,Video,Male,18-24,Photography,30,Campaign_30_Winter,25-02-2025,10-05-2025,73911.29,Female,23,United Kingdom,North Mathewton,Technology
15209,184,012d4,06-06-2025,08:42:19,Morning,Impression,40,Instagram,Image,Male,25-34,Travel,40,Campaign_40_Summer,04-03-2025,20-04-2025,53936.41,Male,21,United States,Johnside,Finance
15209,184,012d4,06-06-2025,08:42:19,Morning,Impression,40,Instagram,Image,Male,25-34,Travel,40,Campaign_40_Summer,04-03-2025,20-04-2025,53936.41,Male,21,United States,Johnside,Travel
19134,154,94345,26-07-2025,00:54:20,Night,Like,27,Instagram,Stories,Female,All,Fitness,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Female,21,Canada,Michellehaven,Finance
19134,154,94345,26-07-2025,00:54:20,Night,Like,27,Instagram,Stories,Female,All,Technology,27,Campaign_27_Q3,13-02-2025,02-04-2025,12986.3,Female,21,Canada,Michellehaven,Finance
25901,75,84ef1,19-07-2025,08:38:32,Morning,Impression,37,Facebook,Stories,Female,18-24,News,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United States,Maryton,Fitness
25901,75,84ef1,19-07-2025,08:38:32,Morning,Impression,37,Facebook,Stories,Female,18-24,News,37,Campaign_37_Launch,18-05-2025,01-08-2025,46445.2,Male,22,United States,Maryton,Health
28670,120,695cf,05-07-2025,17:45:12,Afternoon,Impression,17,Facebook,Image,Male,All,News,17,Campaign_17_Launch,22-04-2025,18-07-2025,86675.92,Female,19,Brazil,East Deborahville,Photography
30943,179,3e660,13-06-2025,07:57:37,Morning,Impression,5,Instagram,Stories,All,35-44,Art,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,27,United States,East Kristina,Gaming
30943,179,3e660,13-06-2025,07:57:37,Morning,Impression,5,Instagram,Stories,All,35-44,Art,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,27,United States,East Kristina,Finance
30943,179,3e660,13-06-2025,07:57:37,Morning,Impression,5,Instagram,Stories,All,35-44,Art,5,Campaign_5_Launch,11-07-2025,28-08-2025,68376.69,Female,27,United States,East Kristina,News
35344,106,22542,13-07-2025,06:15:39,Morning,Impression,22,Facebook,Stories,Female,All,News,22,Campaign_22_Q3,17-03-2025,22-04-2025,35743.4,Male,24,United Kingdom,South Erika,Fashion
35344,106,22542,13-07-2025,06:15:39,Morning,Impression,22,Facebook,Stories,Female,All,Fashion,22,Campaign_22_Q3,17-03-2025,22-04-2025,35743.4,Male,24,United Kingdom,South Erika,Fashion
10630,37,012d4,12-06-2025,06:39:11,Morning,Impression,46,Facebook,Carousel,All,35-44,Gaming,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Male,21,United States,Johnside,Finance
10630,37,012d4,12-06-2025,06:39:11,Morning,Impression,46,Facebook,Carousel,All,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Male,21,United States,Johnside,Finance
10630,37,012d4,12-06-2025,06:39:11,Morning,Impression,46,Facebook,Carousel,All,35-44,Gaming,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Male,21,United States,Johnside,Travel
10630,37,012d4,12-06-2025,06:39:11,Morning,Impression,46,Facebook,Carousel,All,35-44,Travel,46,Campaign_46_Winter,10-05-2025,07-08-2025,94023.76,Male,21,United States,Johnside,Travel
16117,57,e3e3f,24-07-2025,15:23:22,Afternoon,Like,32,Instagram,Video,Female,All,Lifestyle,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Other,27,Canada,North Jenniferland,Health
16117,57,e3e3f,24-07-2025,15:23:22,Afternoon,Like,32,Instagram,Video,Female,All,Lifestyle,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Other,27,Canada,North Jenniferland,Finance
16117,57,e3e3f,24-07-2025,15:23:22,Afternoon,Like,32,Instagram,Video,Female,All,Lifestyle,32,Campaign_32_Summer,02-05-2025,14-06-2025,81744.53,Other,27,Canada,North Jenniferland,Gaming
23197,124,9eeab,25-06-2025,17:27:48,Afternoon,Click,34,Instagram,Image,Female,All,Technology,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Male,19,Canada,South Michele,Fashion
23197,124,9eeab,25-06-2025,17:27:48,Afternoon,Click,34,Instagram,Image,Female,All,Lifestyle,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Male,19,Canada,South Michele,Fashion
23197,124,9eeab,25-06-2025,17:27:48,Afternoon,Click,34,Instagram,Image,Female,All,Technology,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Male,19,Canada,South Michele,Fitness
23197,124,9eeab,25-06-2025,17:27:48,Afternoon,Click,34,Instagram,Image,Female,All,Lifestyle,34,Campaign_34_Winter,10-07-2025,08-09-2025,26104.3,Male,19,Canada,South Michele,Fitness
23553,140,d74af,25-07-2025,12:49:44,Afternoon,Impression,2,Facebook,Image,Female,All,Photography,2,Campaign_2_Launch,16-04-2025,07-07-2025,79342.41,Male,23,United States,Lake Chris,Fitness
27630,194,cc3c1,15-07-2025,02:10:36,Night,Impression,41,Facebook,Image,All,18-24,Food,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Female,18,Australia,New Patriciachester,Health
27630,194,cc3c1,15-07-2025,02:10:36,Night,Impression,41,Facebook,Image,All,18-24,Travel,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Female,18,Australia,New Patriciachester,Health
27630,194,cc3c1,15-07-2025,02:10:36,Night,Impression,41,Facebook,Image,All,18-24,Food,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Female,18,Australia,New Patriciachester,News
27630,194,cc3c1,15-07-2025,02:10:36,Night,Impression,41,Facebook,Image,All,18-24,Travel,41,Campaign_41_Winter,02-04-2025,12-06-2025,85220.35,Female,18,Australia,New Patriciachester,News
